RW (nm),Lc (um),G (nm),W (nm),PeakOrNoPeak
885,34,200,550,0
885,34,200,575,0
885,34,200,600,0
885,34,200,625,0
885,34,200,650,0
885,34,250,550,0
885,34,250,575,1
885,34,250,600,0
885,34,250,625,0
885,34,250,650,0
885,34,300,550,0
885,34,300,575,1
885,34,300,600,0
885,34,300,625,0
885,34,300,650,0
885,35,100,550,0
885,35,100,575,0
885,35,100,600,1
885,35,100,625,0
885,35,100,650,0
885,35,150,550,0
885,35,150,575,0
885,35,150,600,1
885,35,150,625,0
885,35,150,650,0
885,35,200,550,0
885,35,200,575,0
885,35,200,600,1
885,35,200,625,0
885,35,200,650,0
885,35,250,550,0
885,35,250,575,0
885,35,250,600,0
885,35,250,625,0
885,35,250,650,0
885,35,300,550,0
885,35,300,575,1
885,35,300,600,0
885,35,300,625,0
885,35,300,650,0
885,36,100,550,1
885,36,100,575,0
885,36,100,600,1
885,36,100,625,0
885,36,100,650,0
885,36,150,550,0
885,36,150,575,0
885,36,150,600,1
885,36,150,625,0
885,36,150,650,0
885,36,200,550,0
885,36,200,575,0
885,36,200,600,1
885,36,200,625,0
885,36,200,650,0
885,36,250,550,0
885,36,250,575,0
885,36,250,600,1
885,36,250,625,0
885,36,250,650,0
885,36,300,550,0
885,36,300,575,1
885,36,300,600,0
885,36,300,625,0
885,36,300,650,0
885,37,100,550,1
885,37,100,575,0
885,37,100,600,0
885,37,100,625,0
885,37,100,650,0
885,37,150,550,1
885,37,150,575,0
885,37,150,600,1
885,37,150,625,0
885,37,150,650,0
885,37,200,550,0
885,37,200,575,0
885,37,200,600,1
885,37,200,625,0
885,37,200,650,0
885,37,250,550,0
885,37,250,575,0
885,37,250,600,1
885,37,250,625,0
885,37,250,650,0
885,37,300,550,0
885,37,300,575,0
885,37,300,600,1
885,37,300,625,0
885,37,300,650,0
885,38,100,550,1
885,38,100,575,0
885,38,100,600,0
885,38,100,625,1
885,38,100,650,0
885,38,150,550,1
885,38,150,575,0
885,38,150,600,1
885,38,150,625,0
885,38,150,650,0
885,38,200,550,1
885,38,200,575,0
885,38,200,600,1
885,38,200,625,0
885,38,200,650,0
885,38,250,550,0
885,38,250,575,0
885,38,250,600,1
885,38,250,625,0
885,38,250,650,0
885,38,300,550,0
885,38,300,575,0
885,38,300,600,1
885,38,300,625,0
885,38,300,650,0
885,39,100,550,1
885,39,100,575,0
885,39,100,600,0
885,39,100,625,1
885,39,100,650,0
885,39,150,550,1
885,39,150,575,0
885,39,150,600,0
885,39,150,625,0
885,39,150,650,0
885,39,200,550,1
885,39,200,575,0
885,39,200,600,1
885,39,200,625,0
885,39,200,650,0
885,39,250,550,1
885,39,250,575,0
885,39,250,600,1
885,39,250,625,0
885,39,250,650,0
885,39,300,550,1
885,39,300,575,0
885,39,300,600,1
885,39,300,625,0
885,39,300,650,0
885,40,100,550,1
885,40,100,575,0
885,40,100,600,0
885,40,100,625,1
885,40,100,650,0
885,40,150,550,1
885,40,150,575,0
885,40,150,600,0
885,40,150,625,1
885,40,150,650,0
885,40,200,550,1
885,40,200,575,0
885,40,200,600,1
885,40,200,625,0
885,40,200,650,0
885,40,250,550,1
885,40,250,575,0
885,40,250,600,1
885,40,250,625,0
885,40,250,650,0
885,40,300,550,1
885,40,300,575,0
885,40,300,600,1
885,40,300,625,0
885,40,300,650,0
885,41,100,550,0
885,41,100,575,1
885,41,100,600,0
885,41,100,625,1
885,41,100,650,0
885,41,150,550,1
885,41,150,575,0
885,41,150,600,0
885,41,150,625,1
885,41,150,650,0
885,41,200,550,1
885,41,200,575,0
885,41,200,600,0
885,41,200,625,0
885,41,200,650,0
885,41,250,550,1
885,41,250,575,0
885,41,250,600,1
885,41,250,625,0
885,41,250,650,0
885,41,300,550,1
885,41,300,575,0
885,41,300,600,1
885,41,300,625,0
885,41,300,650,0
885,42,100,550,0
885,42,100,575,1
885,42,100,600,0
885,42,100,625,1
885,42,100,650,0
885,42,150,550,1
885,42,150,575,0
885,42,150,600,0
885,42,150,625,1
885,42,150,650,0
885,42,200,550,1
885,42,200,575,0
885,42,200,600,0
885,42,200,625,1
885,42,200,650,0
885,42,250,550,1
885,42,250,575,0
885,42,250,600,1
885,42,250,625,0
885,42,250,650,0
885,42,300,550,1
885,42,300,575,0
885,42,300,600,1
885,42,300,625,0
885,42,300,650,0
885,43,100,550,0
885,43,100,575,1
885,43,100,600,0
885,43,100,625,1
885,43,100,650,0
885,43,150,550,0
885,43,150,575,1
885,43,150,600,0
885,43,150,625,1
885,43,150,650,0
885,43,200,550,1
885,43,200,575,0
885,43,200,600,0
885,43,200,625,1
885,43,200,650,0
885,43,250,550,1
885,43,250,575,0
885,43,250,600,0
885,43,250,625,1
885,43,250,650,0
885,43,300,550,1
885,43,300,575,0
885,43,300,600,1
885,43,300,625,0
885,43,300,650,0
885,44,100,550,0
885,44,100,575,1
885,44,100,600,0
885,44,100,625,0
885,44,100,650,1
885,44,150,550,0
885,44,150,575,1
885,44,150,600,0
885,44,150,625,1
885,44,150,650,0
885,44,200,550,0
885,44,200,575,0
885,44,200,600,0
885,44,200,625,1
885,44,200,650,0
885,44,250,550,1
885,44,250,575,0
885,44,250,600,0
885,44,250,625,1
885,44,250,650,0
885,44,300,550,1
885,44,300,575,0
885,44,300,600,0
885,44,300,625,0
885,44,300,650,0
885,45,100,550,0
885,45,100,575,1
885,45,100,600,0
885,45,100,625,0
885,45,100,650,1
885,45,150,550,0
885,45,150,575,1
885,45,150,600,0
885,45,150,625,1
885,45,150,650,0
885,45,200,550,0
885,45,200,575,1
885,45,200,600,0
885,45,200,625,1
885,45,200,650,0
885,45,250,550,0
885,45,250,575,0
885,45,250,600,0
885,45,250,625,1
885,45,250,650,0
885,45,300,550,1
885,45,300,575,0
885,45,300,600,0
885,45,300,625,1
885,45,300,650,0
885,46,100,550,0
885,46,100,575,1
885,46,100,600,0
885,46,100,625,0
885,46,100,650,1
885,46,150,550,0
885,46,150,575,1
885,46,150,600,0
885,46,150,625,1
885,46,150,650,0
885,46,200,550,0
885,46,200,575,1
885,46,200,600,0
885,46,200,625,1
885,46,200,650,0
885,46,250,550,0
885,46,250,575,1
885,46,250,600,0
885,46,250,625,1
885,46,250,650,0
885,46,300,550,0
885,46,300,575,0
885,46,300,600,0
885,46,300,625,1
885,46,300,650,0
885,47,100,550,0
885,47,100,575,1
885,47,100,600,0
885,47,100,625,0
885,47,100,650,1
885,47,150,550,0
885,47,150,575,1
885,47,150,600,0
885,47,150,625,0
885,47,150,650,0
885,47,200,550,0
885,47,200,575,1
885,47,200,600,0
885,47,200,625,1
885,47,200,650,0
885,47,250,550,0
885,47,250,575,1
885,47,250,600,0
885,47,250,625,1
885,47,250,650,0
885,47,300,550,0
885,47,300,575,1
885,47,300,600,0
885,47,300,625,1
885,47,300,650,0
885,48,100,550,1
885,48,100,575,0
885,48,100,600,1
885,48,100,625,0
885,48,100,650,1
885,48,150,550,0
885,48,150,575,1
885,48,150,600,0
885,48,150,625,0
885,48,150,650,1
885,48,200,550,0
885,48,200,575,1
885,48,200,600,0
885,48,200,625,1
885,48,200,650,0
885,48,250,550,0
885,48,250,575,1
885,48,250,600,0
885,48,250,625,1
885,48,250,650,0
885,48,300,550,0
885,48,300,575,1
885,48,300,600,0
885,48,300,625,1
885,48,300,650,0
885,49,100,550,1
885,49,100,575,0
885,49,100,600,1
885,49,100,625,0
885,49,100,650,1
885,49,150,550,1
885,49,150,575,1
885,49,150,600,0
885,49,150,625,0
885,49,150,650,1
885,49,200,550,0
885,49,200,575,1
885,49,200,600,0
885,49,200,625,1
885,49,200,650,0
885,49,250,550,0
885,49,250,575,1
885,49,250,600,0
885,49,250,625,1
885,49,250,650,0
885,49,300,550,0
885,49,300,575,1
885,49,300,600,0
885,49,300,625,1
885,49,300,650,0
885,50,100,550,1
885,50,100,575,0
885,50,100,600,1
885,50,100,625,0
885,50,100,650,1
885,50,150,550,1
885,50,150,575,0
885,50,150,600,0
885,50,150,625,0
885,50,150,650,1
885,50,200,550,0
885,50,200,575,1
885,50,200,600,0
885,50,200,625,0
885,50,200,650,1
885,50,250,550,0
885,50,250,575,1
885,50,250,600,0
885,50,250,625,1
885,50,250,650,0
885,50,300,550,0
885,50,300,575,1
885,50,300,600,0
885,50,300,625,1
885,50,300,650,0
895,5,100,550,0
895,5,100,575,0
895,5,100,600,0
895,5,100,625,0
895,5,100,650,0
895,5,150,550,0
895,5,150,575,0
895,5,150,600,0
895,5,150,625,0
895,5,150,650,0
895,5,200,550,0
895,5,200,575,0
895,5,200,600,0
895,5,200,625,0
895,5,200,650,0
895,5,250,550,0
895,5,250,575,0
895,5,250,600,0
895,5,250,625,0
895,5,250,650,0
895,5,300,550,0
895,5,300,575,0
895,5,300,600,0
895,5,300,625,0
895,5,300,650,0
895,6,100,550,0
895,6,100,575,0
895,6,100,600,0
895,6,100,625,0
895,6,100,650,0
895,6,150,550,0
895,6,150,575,0
895,6,150,600,0
895,6,150,625,0
895,6,150,650,0
895,6,200,550,0
895,6,200,575,0
895,6,200,600,0
895,6,200,625,0
895,6,200,650,0
895,6,250,550,0
895,6,250,575,0
895,6,250,600,0
895,6,250,625,0
895,6,250,650,0
895,6,300,550,0
895,6,300,575,0
895,6,300,600,0
895,6,300,625,0
895,6,300,650,0
895,7,100,550,0
895,7,100,575,0
895,7,100,600,0
895,7,100,625,0
895,7,100,650,0
895,7,150,550,0
895,7,150,575,0
895,7,150,600,0
895,7,150,625,0
895,7,150,650,0
895,7,200,550,0
895,7,200,575,0
895,7,200,600,0
895,7,200,625,0
895,7,200,650,0
895,7,250,550,0
895,7,250,575,0
895,7,250,600,0
895,7,250,625,0
895,7,250,650,0
895,7,300,550,0
895,7,300,575,0
895,7,300,600,0
895,7,300,625,0
895,7,300,650,0
895,8,100,550,0
895,8,100,575,0
895,8,100,600,0
895,8,100,625,0
895,8,100,650,0
895,8,150,550,0
895,8,150,575,0
895,8,150,600,0
895,8,150,625,0
895,8,150,650,0
895,8,200,550,0
895,8,200,575,0
895,8,200,600,0
895,8,200,625,0
895,8,200,650,0
895,8,250,550,0
895,8,250,575,0
895,8,250,600,0
895,8,250,625,0
895,8,250,650,0
895,8,300,550,0
895,8,300,575,0
895,8,300,600,0
895,8,300,625,0
895,8,300,650,0
895,9,100,550,0
895,9,100,575,0
895,9,100,600,0
895,9,100,625,0
895,9,100,650,0
895,9,150,550,0
895,9,150,575,0
895,9,150,600,0
895,9,150,625,0
895,9,150,650,0
895,9,200,550,0
895,9,200,575,0
895,9,200,600,0
895,9,200,625,0
895,9,200,650,0
895,9,250,550,0
895,9,250,575,0
895,9,250,600,0
895,9,250,625,0
895,9,250,650,0
895,9,300,550,0
895,9,300,575,0
895,9,300,600,0
895,9,300,625,0
895,9,300,650,0
895,10,100,550,0
895,10,100,575,0
895,10,100,600,0
895,10,100,625,0
895,10,100,650,0
895,10,150,550,0
895,10,150,575,0
895,10,150,600,0
895,10,150,625,0
895,10,150,650,0
895,10,200,550,0
895,10,200,575,0
895,10,200,600,0
895,10,200,625,0
895,10,200,650,0
895,10,250,550,0
895,10,250,575,0
895,10,250,600,0
895,10,250,625,0
895,10,250,650,0
895,10,300,550,0
895,10,300,575,0
895,10,300,600,0
895,10,300,625,0
895,10,300,650,0
895,11,100,550,1
895,11,100,575,0
895,11,100,600,0
895,11,100,625,0
895,11,100,650,0
895,11,150,550,0
895,11,150,575,0
895,11,150,600,0
895,11,150,625,0
895,11,150,650,0
895,11,200,550,0
895,11,200,575,0
895,11,200,600,0
895,11,200,625,0
895,11,200,650,0
895,11,250,550,0
895,11,250,575,0
895,11,250,600,0
895,11,250,625,0
895,11,250,650,0
895,11,300,550,0
895,11,300,575,0
895,11,300,600,0
895,11,300,625,0
895,11,300,650,0
895,12,100,550,1
895,12,100,575,0
895,12,100,600,0
895,12,100,625,0
895,12,100,650,0
895,12,150,550,1
895,12,150,575,0
895,12,150,600,0
895,12,150,625,0
895,12,150,650,0
895,12,200,550,1
895,12,200,575,0
895,12,200,600,0
895,12,200,625,0
895,12,200,650,0
895,12,250,550,1
895,12,250,575,0
895,12,250,600,0
895,12,250,625,0
895,12,250,650,0
895,12,300,550,1
895,12,300,575,0
895,12,300,600,0
895,12,300,625,0
895,12,300,650,0
895,13,100,550,0
895,13,100,575,1
895,13,100,600,0
895,13,100,625,0
895,13,100,650,0
895,13,150,550,1
895,13,150,575,0
895,13,150,600,0
895,13,150,625,0
895,13,150,650,0
895,13,200,550,1
895,13,200,575,0
895,13,200,600,0
895,13,200,625,0
895,13,200,650,0
895,13,250,550,1
895,13,250,575,0
895,13,250,600,0
895,13,250,625,0
895,13,250,650,0
895,13,300,550,1
895,13,300,575,0
895,13,300,600,0
895,13,300,625,0
895,13,300,650,0
895,14,100,550,0
895,14,100,575,1
895,14,100,600,0
895,14,100,625,0
895,14,100,650,0
895,14,150,550,0
895,14,150,575,1
895,14,150,600,0
895,14,150,625,0
895,14,150,650,0
895,14,200,550,0
895,14,200,575,1
895,14,200,600,0
895,14,200,625,0
895,14,200,650,0
895,14,250,550,0
895,14,250,575,1
895,14,250,600,0
895,14,250,625,0
895,14,250,650,0
895,14,300,550,1
895,14,300,575,0
895,14,300,600,0
895,14,300,625,0
895,14,300,650,0
895,15,100,550,0
895,15,100,575,0
895,15,100,600,1
895,15,100,625,0
895,15,100,650,0
895,15,150,550,0
895,15,150,575,1
895,15,150,600,0
895,15,150,625,0
895,15,150,650,0
895,15,200,550,0
895,15,200,575,1
895,15,200,600,0
895,15,200,625,0
895,15,200,650,0
895,15,250,550,0
895,15,250,575,1
895,15,250,600,0
895,15,250,625,0
895,15,250,650,0
895,15,300,550,0
895,15,300,575,1
895,15,300,600,0
895,15,300,625,0
895,15,300,650,0
895,16,100,550,0
895,16,100,575,0
895,16,100,600,1
895,16,100,625,0
895,16,100,650,0
895,16,150,550,0
895,16,150,575,0
895,16,150,600,1
895,16,150,625,0
895,16,150,650,0
895,16,200,550,0
895,16,200,575,1
895,16,200,600,0
895,16,200,625,0
895,16,200,650,0
895,16,250,550,0
895,16,250,575,1
895,16,250,600,0
895,16,250,625,0
895,16,250,650,0
895,16,300,550,0
895,16,300,575,1
895,16,300,600,0
895,16,300,625,0
895,16,300,650,0
895,17,100,550,0
895,17,100,575,0
895,17,100,600,1
895,17,100,625,0
895,17,100,650,0
895,17,150,550,0
895,17,150,575,0
895,17,150,600,1
895,17,150,625,0
895,17,150,650,0
895,17,200,550,0
895,17,200,575,0
895,17,200,600,1
895,17,200,625,0
895,17,200,650,0
895,17,250,550,0
895,17,250,575,0
895,17,250,600,1
895,17,250,625,0
895,17,250,650,0
895,17,300,550,0
895,17,300,575,1
895,17,300,600,0
895,17,300,625,0
895,17,300,650,0
895,18,100,550,0
895,18,100,575,0
895,18,100,600,0
895,18,100,625,1
895,18,100,650,0
895,18,150,550,0
895,18,150,575,0
895,18,150,600,1
895,18,150,625,0
895,18,150,650,0
895,18,200,550,0
895,18,200,575,0
895,18,200,600,1
895,18,200,625,0
895,18,200,650,0
895,18,250,550,0
895,18,250,575,0
895,18,250,600,1
895,18,250,625,0
895,18,250,650,0
895,18,300,550,0
895,18,300,575,0
895,18,300,600,1
895,18,300,625,0
895,18,300,650,0
895,19,100,550,0
895,19,100,575,0
895,19,100,600,0
895,19,100,625,1
895,19,100,650,0
895,19,150,550,0
895,19,150,575,0
895,19,150,600,0
895,19,150,625,1
895,19,150,650,0
895,19,200,550,0
895,19,200,575,0
895,19,200,600,1
895,19,200,625,0
895,19,200,650,0
895,19,250,550,0
895,19,250,575,0
895,19,250,600,1
895,19,250,625,0
895,19,250,650,0
895,19,300,550,0
895,19,300,575,0
895,19,300,600,1
895,19,300,625,0
895,19,300,650,0
895,20,100,550,0
895,20,100,575,0
895,20,100,600,0
895,20,100,625,1
895,20,100,650,0
895,20,150,550,0
895,20,150,575,0
895,20,150,600,0
895,20,150,625,1
895,20,150,650,0
895,20,200,550,0
895,20,200,575,0
895,20,200,600,0
895,20,200,625,1
895,20,200,650,0
895,20,250,550,0
895,20,250,575,0
895,20,250,600,0
895,20,250,625,0
895,20,250,650,0
895,20,300,550,0
895,20,300,575,0
895,20,300,600,1
895,20,300,625,0
895,20,300,650,0
895,21,100,550,0
895,21,100,575,0
895,21,100,600,0
895,21,100,625,0
895,21,100,650,1
895,21,150,550,0
895,21,150,575,0
895,21,150,600,0
895,21,150,625,1
895,21,150,650,0
895,21,200,550,0
895,21,200,575,0
895,21,200,600,0
895,21,200,625,1
895,21,200,650,0
895,21,250,550,0
895,21,250,575,0
895,21,250,600,0
895,21,250,625,1
895,21,250,650,0
895,21,300,550,0
895,21,300,575,0
895,21,300,600,0
895,21,300,625,1
895,21,300,650,0
895,22,100,550,0
895,22,100,575,0
895,22,100,600,0
895,22,100,625,0
895,22,100,650,1
895,22,150,550,0
895,22,150,575,0
895,22,150,600,0
895,22,150,625,1
895,22,150,650,0
895,22,200,550,0
895,22,200,575,0
895,22,200,600,0
895,22,200,625,1
895,22,200,650,0
895,22,250,550,0
895,22,250,575,0
895,22,250,600,0
895,22,250,625,1
895,22,250,650,0
895,22,300,550,0
895,22,300,575,0
895,22,300,600,0
895,22,300,625,1
895,22,300,650,0
895,23,100,550,1
895,23,100,575,0
895,23,100,600,0
895,23,100,625,0
895,23,100,650,1
895,23,150,550,0
895,23,150,575,0
895,23,150,600,0
895,23,150,625,0
895,23,150,650,1
895,23,200,550,0
895,23,200,575,0
895,23,200,600,0
895,23,200,625,1
895,23,200,650,0
895,23,250,550,0
895,23,250,575,0
895,23,250,600,0
895,23,250,625,1
895,23,250,650,0
895,23,300,550,0
895,23,300,575,0
895,23,300,600,0
895,23,300,625,1
895,23,300,650,0
895,24,100,550,1
895,24,100,575,0
895,24,100,600,0
895,24,100,625,0
895,24,100,650,1
895,24,150,550,1
895,24,150,575,0
895,24,150,600,0
895,24,150,625,0
895,24,150,650,1
895,24,200,550,0
895,24,200,575,0
895,24,200,600,0
895,24,200,625,0
895,24,200,650,1
895,24,250,550,0
895,24,250,575,0
895,24,250,600,0
895,24,250,625,1
895,24,250,650,0
895,24,300,550,0
895,24,300,575,0
895,24,300,600,0
895,24,300,625,1
895,24,300,650,0
895,25,100,550,1
895,25,100,575,0
895,25,100,600,0
895,25,100,625,0
895,25,100,650,0
895,25,150,550,1
895,25,150,575,0
895,25,150,600,0
895,25,150,625,0
895,25,150,650,1
895,25,200,550,1
895,25,200,575,0
895,25,200,600,0
895,25,200,625,0
895,25,200,650,1
895,25,250,550,1
895,25,250,575,0
895,25,250,600,0
895,25,250,625,0
895,25,250,650,1
895,25,300,550,0
895,25,300,575,0
895,25,300,600,0
895,25,300,625,1
895,25,300,650,0
895,26,100,550,1
895,26,100,575,0
895,26,100,600,0
895,26,100,625,0
895,26,100,650,0
895,26,150,550,1
895,26,150,575,0
895,26,150,600,0
895,26,150,625,0
895,26,150,650,1
895,26,200,550,1
895,26,200,575,0
895,26,200,600,0
895,26,200,625,0
895,26,200,650,1
895,26,250,550,1
895,26,250,575,0
895,26,250,600,0
895,26,250,625,0
895,26,250,650,1
895,26,300,550,1
895,26,300,575,0
895,26,300,600,0
895,26,300,625,0
895,26,300,650,1
895,27,100,550,0
895,27,100,575,1
895,27,100,600,0
895,27,100,625,0
895,27,100,650,0
895,27,150,550,1
895,27,150,575,0
895,27,150,600,0
895,27,150,625,0
895,27,150,650,0
895,27,200,550,1
895,27,200,575,0
895,27,200,600,0
895,27,200,625,0
895,27,200,650,1
895,27,250,550,1
895,27,250,575,0
895,27,250,600,0
895,27,250,625,0
895,27,250,650,1
895,27,300,550,1
895,27,300,575,0
895,27,300,600,0
895,27,300,625,0
895,27,300,650,1
895,28,100,550,0
895,28,100,575,1
895,28,100,600,0
895,28,100,625,0
895,28,100,650,0
895,28,150,550,0
895,28,150,575,1
895,28,150,600,0
895,28,150,625,0
895,28,150,650,0
895,28,200,550,1
895,28,200,575,0
895,28,200,600,0
895,28,200,625,0
895,28,200,650,1
895,28,250,550,1
895,28,250,575,0
895,28,250,600,0
895,28,250,625,0
895,28,250,650,1
895,28,300,550,1
895,28,300,575,0
895,28,300,600,0
895,28,300,625,0
895,28,300,650,1
895,29,100,550,0
895,29,100,575,1
895,29,100,600,0
895,29,100,625,0
895,29,100,650,0
895,29,150,550,0
895,29,150,575,1
895,29,150,600,0
895,29,150,625,0
895,29,150,650,0
895,29,200,550,0
895,29,200,575,1
895,29,200,600,0
895,29,200,625,0
895,29,200,650,0
895,29,250,550,0
895,29,250,575,0
895,29,250,600,0
895,29,250,625,0
895,29,250,650,1
895,29,300,550,1
895,29,300,575,0
895,29,300,600,0
895,29,300,625,0
895,29,300,650,1
895,30,100,550,0
895,30,100,575,1
895,30,100,600,0
895,30,100,625,0
895,30,100,650,0
895,30,150,550,0
895,30,150,575,1
895,30,150,600,0
895,30,150,625,0
895,30,150,650,0
895,30,200,550,0
895,30,200,575,1
895,30,200,600,0
895,30,200,625,0
895,30,200,650,0
895,30,250,550,0
895,30,250,575,1
895,30,250,600,0
895,30,250,625,0
895,30,250,650,1
895,30,300,550,0
895,30,300,575,1
895,30,300,600,0
895,30,300,625,0
895,30,300,650,1
895,31,100,550,0
895,31,100,575,0
895,31,100,600,1
895,31,100,625,0
895,31,100,650,0
895,31,150,550,0
895,31,150,575,1
895,31,150,600,0
895,31,150,625,0
895,31,150,650,0
895,31,200,550,0
895,31,200,575,1
895,31,200,600,0
895,31,200,625,0
895,31,200,650,0
895,31,250,550,0
895,31,250,575,1
895,31,250,600,0
895,31,250,625,0
895,31,250,650,0
895,31,300,550,0
895,31,300,575,1
895,31,300,600,0
895,31,300,625,0
895,31,300,650,1
895,32,100,550,0
895,32,100,575,0
895,32,100,600,1
895,32,100,625,0
895,32,100,650,0
895,32,150,550,0
895,32,150,575,1
895,32,150,600,0
895,32,150,625,0
895,32,150,650,0
895,32,200,550,0
895,32,200,575,1
895,32,200,600,0
895,32,200,625,0
895,32,200,650,0
895,32,250,550,0
895,32,250,575,1
895,32,250,600,0
895,32,250,625,0
895,32,250,650,0
895,32,300,550,0
895,32,300,575,1
895,32,300,600,0
895,32,300,625,0
895,32,300,650,0
895,33,100,550,0
895,33,100,575,0
895,33,100,600,1
895,33,100,625,0
895,33,100,650,0
895,33,150,550,0
895,33,150,575,0
895,33,150,600,1
895,33,150,625,0
895,33,150,650,0
895,33,200,550,0
895,33,200,575,1
895,33,200,600,0
895,33,200,625,0
895,33,200,650,0
895,33,250,550,0
895,33,250,575,1
895,33,250,600,0
895,33,250,625,0
895,33,250,650,0
895,33,300,550,0
895,33,300,575,1
895,33,300,600,0
895,33,300,625,0
895,33,300,650,0
895,34,100,550,0
895,34,100,575,0
895,34,100,600,1
895,34,100,625,0
895,34,100,650,0
895,34,150,550,0
895,34,150,575,0
895,34,150,600,1
895,34,150,625,0
895,34,150,650,0
895,34,200,550,0
895,34,200,575,0
895,34,200,600,1
895,34,200,625,0
895,34,200,650,0
895,34,250,550,0
895,34,250,575,1
895,34,250,600,0
895,34,250,625,0
895,34,250,650,0
895,34,300,550,0
895,34,300,575,1
895,34,300,600,0
895,34,300,625,0
895,34,300,650,0
895,35,100,550,1
895,35,100,575,0
895,35,100,600,1
895,35,100,625,0
895,35,100,650,0
895,35,150,550,0
895,35,150,575,0
895,35,150,600,1
895,35,150,625,0
895,35,150,650,0
895,35,200,550,0
895,35,200,575,0
895,35,200,600,1
895,35,200,625,0
895,35,200,650,0
895,35,250,550,0
895,35,250,575,0
895,35,250,600,1
895,35,250,625,0
895,35,250,650,0
895,35,300,550,0
895,35,300,575,1
895,35,300,600,0
895,35,300,625,0
895,35,300,650,0
895,36,100,550,1
895,36,100,575,0
895,36,100,600,1
895,36,100,625,0
895,36,100,650,0
895,36,150,550,1
895,36,150,575,0
895,36,150,600,1
895,36,150,625,0
895,36,150,650,0
895,36,200,550,0
895,36,200,575,0
895,36,200,600,1
895,36,200,625,0
895,36,200,650,0
895,36,250,550,0
895,36,250,575,0
895,36,250,600,1
895,36,250,625,0
895,36,250,650,0
895,36,300,550,0
895,36,300,575,0
895,36,300,600,1
895,36,300,625,0
895,36,300,650,0
895,37,100,550,1
895,37,100,575,0
895,37,100,600,0
895,37,100,625,1
895,37,100,650,0
895,37,150,550,1
895,37,150,575,0
895,37,150,600,1
895,37,150,625,0
895,37,150,650,0
895,37,200,550,1
895,37,200,575,0
895,37,200,600,1
895,37,200,625,0
895,37,200,650,0
895,37,250,550,0
895,37,250,575,0
895,37,250,600,1
895,37,250,625,0
895,37,250,650,0
895,37,300,550,0
895,37,300,575,0
895,37,300,600,1
895,37,300,625,0
895,37,300,650,0
895,38,100,550,1
895,38,100,575,0
895,38,100,600,0
895,38,100,625,1
895,38,100,650,0
895,38,150,550,1
895,38,150,575,0
895,38,150,600,1
895,38,150,625,0
895,38,150,650,0
895,38,200,550,1
895,38,200,575,0
895,38,200,600,1
895,38,200,625,0
895,38,200,650,0
895,38,250,550,1
895,38,250,575,0
895,38,250,600,1
895,38,250,625,0
895,38,250,650,0
895,38,300,550,0
895,38,300,575,0
895,38,300,600,1
895,38,300,625,0
895,38,300,650,0
895,39,100,550,1
895,39,100,575,0
895,39,100,600,0
895,39,100,625,1
895,39,100,650,0
895,39,150,550,1
895,39,150,575,0
895,39,150,600,0
895,39,150,625,1
895,39,150,650,0
895,39,200,550,1
895,39,200,575,0
895,39,200,600,1
895,39,200,625,0
895,39,200,650,0
895,39,250,550,1
895,39,250,575,0
895,39,250,600,1
895,39,250,625,0
895,39,250,650,0
895,39,300,550,1
895,39,300,575,0
895,39,300,600,1
895,39,300,625,0
895,39,300,650,0
895,40,100,550,1
895,40,100,575,0
895,40,100,600,0
895,40,100,625,1
895,40,100,650,0
895,40,150,550,1
895,40,150,575,0
895,40,150,600,0
895,40,150,625,1
895,40,150,650,0
895,40,200,550,1
895,40,200,575,0
895,40,200,600,0
895,40,200,625,0
895,40,200,650,0
895,40,250,550,1
895,40,250,575,0
895,40,250,600,1
895,40,250,625,0
895,40,250,650,0
895,40,300,550,1
895,40,300,575,0
895,40,300,600,1
895,40,300,625,0
895,40,300,650,0
895,41,100,550,0
895,41,100,575,1
895,41,100,600,0
895,41,100,625,1
895,41,100,650,0
895,41,150,550,1
895,41,150,575,0
895,41,150,600,0
895,41,150,625,1
895,41,150,650,0
895,41,200,550,1
895,41,200,575,0
895,41,200,600,0
895,41,200,625,1
895,41,200,650,0
895,41,250,550,1
895,41,250,575,0
895,41,250,600,1
895,41,250,625,0
895,41,250,650,0
895,41,300,550,1
895,41,300,575,0
895,41,300,600,1
895,41,300,625,0
895,41,300,650,0
895,42,100,550,0
895,42,100,575,1
895,42,100,600,0
895,42,100,625,1
895,42,100,650,0
895,42,150,550,0
895,42,150,575,0
895,42,150,600,0
895,42,150,625,1
895,42,150,650,0
895,42,200,550,1
895,42,200,575,0
895,42,200,600,0
895,42,200,625,1
895,42,200,650,0
895,42,250,550,1
895,42,250,575,0
895,42,250,600,0
895,42,250,625,1
895,42,250,650,0
895,42,300,550,1
895,42,300,575,0
895,42,300,600,1
895,42,300,625,0
895,42,300,650,0
895,43,100,550,0
895,43,100,575,1
895,43,100,600,0
895,43,100,625,0
895,43,100,650,1
895,43,150,550,0
895,43,150,575,1
895,43,150,600,0
895,43,150,625,1
895,43,150,650,0
895,43,200,550,0
895,43,200,575,0
895,43,200,600,0
895,43,200,625,1
895,43,200,650,0
895,43,250,550,1
895,43,250,575,0
895,43,250,600,0
895,43,250,625,1
895,43,250,650,0
895,43,300,550,1
895,43,300,575,0
895,43,300,600,0
895,43,300,625,0
895,43,300,650,0
895,44,100,550,0
895,44,100,575,1
895,44,100,600,0
895,44,100,625,0
895,44,100,650,1
895,44,150,550,0
